167523108,XP_001745891.1, hypothetical protein [Monosiga brevicollis MX1],5.73001e-13
167538375,XP_001750852.1, hypothetical protein [Monosiga brevicollis MX1],6.77206e-11
167519050,XP_001743865.1, hypothetical protein, partial [Monosiga brevicollis MX1],2.09095e-10
167525880,XP_001747274.1, hypothetical protein [Monosiga brevicollis MX1],5.69152e-09
167517833,XP_001743257.1, hypothetical protein [Monosiga brevicollis MX1],1.30109e-08
514689859,XP_004992504.1, hypothetical protein PTSG_07089 [Salpingoeca rosetta],2.96458e-26
514683987,XP_004989574.1, hypothetical protein PTSG_09316 [Salpingoeca rosetta],2.18205e-23
514696628,XP_004995884.1, PSD-95 alpha [Salpingoeca rosetta],9.11869e-13
514699085,XP_004997111.1, lethal(1)discs large-1 tumor suppressor [Salpingoeca rosetta],2.53991e-11
514692441,XP_004993793.1, AGC/MAST/MAST protein kinase [Salpingoeca rosetta],3.64426e-10
470293116,XP_004343811.1, veli-PA [Capsaspora owczarzaki ATCC 30864],1.07805e-08
754346627,XP_004348401.2, hypothetical protein CAOG_03496 [Capsaspora owczarzaki ATCC 30864],1.76819e-06
470305965,XP_004363324.1, hypothetical protein CAOG_03596 [Capsaspora owczarzaki ATCC 30864],2.48766e-06
195997863,XP_002108800.1, hypothetical protein TRIADDRAFT_63520 [Trichoplax adhaerens],1.89441e-12
196008055,XP_002113893.1, hypothetical protein TRIADDRAFT_27973 [Trichoplax adhaerens],2.64498e-10
196015491,XP_002117602.1, hypothetical protein TRIADDRAFT_61629 [Trichoplax adhaerens],3.17326e-08
196010353,XP_002115041.1, hypothetical protein TRIADDRAFT_59148 [Trichoplax adhaerens],2.54696e-07
196005989,XP_002112861.1, hypothetical protein TRIADDRAFT_13274 [Trichoplax adhaerens],3.64165e-07
41281808,NP_710142.1, harmonin isoform b3 [Homo sapiens],0.0
1034571590,XP_016872564.1, PREDICTED: harmonin isoform X6 [Homo sapiens],0.0
1034571581,XP_016872561.1, PREDICTED: harmonin isoform X1 [Homo sapiens],0.0
1034571583,XP_016872562.1, PREDICTED: harmonin isoform X2 [Homo sapiens],0.0
1034571586,XP_016872563.1, PREDICTED: harmonin isoform X4 [Homo sapiens],0.0
156402804,XP_001639780.1, predicted protein [Nematostella vectensis],9.64921e-38
156393382,XP_001636307.1, predicted protein [Nematostella vectensis],7.51819e-35
156361922,XP_001625532.1, predicted protein [Nematostella vectensis],2.22088e-14
156405451,XP_001640745.1, predicted protein [Nematostella vectensis],5.0147e-12
156398291,XP_001638122.1, predicted protein [Nematostella vectensis],6.88978e-12
828198996,XP_012554457.1, PREDICTED: myosin-1-like [Hydra vulgaris],2.80286e-32
828213713,XP_002158118.2, PREDICTED: whirlin-like, partial [Hydra vulgaris],6.27103e-24
828207870,XP_012557441.1, PREDICTED: uncharacterized protein LOC100198221 isoform X2 [Hydra vulgaris],7.96578e-16
828207868,XP_012557440.1, PREDICTED: uncharacterized protein LOC100198221 isoform X1 [Hydra vulgaris],9.27343e-16
828205187,XP_012556528.1, PREDICTED: disks large homolog 1-like [Hydra vulgaris],2.23338e-11
780146010,XP_011681349.1, PREDICTED: harmonin-like, partial [Strongylocentrotus purpuratus],6.081e-59
390333584,XP_793549.3, PREDICTED: whirlin isoform X1 [Strongylocentrotus purpuratus],6.56044e-20
780112217,XP_011676653.1, PREDICTED: whirlin isoform X2 [Strongylocentrotus purpuratus],6.93191e-20
780145976,XP_011681342.1, PREDICTED: harmonin [Strongylocentrotus purpuratus],7.65716e-20
390360531,XP_787871.2, PREDICTED: uncharacterized protein LOC582840 [Strongylocentrotus purpuratus],1.56462e-18
392900925,NP_001255579.1, MAGI (Membrane Associated Guanylate kinase Inverted) homolog [Caenorhabditis elegans],9.76702e-15
392900927,NP_001255580.1, MAGI (Membrane Associated Guanylate kinase Inverted) homolog [Caenorhabditis elegans],1.07476e-14
392900923,NP_001255578.1, MAGI (Membrane Associated Guanylate kinase Inverted) homolog [Caenorhabditis elegans],1.2747e-14
392900921,NP_001255577.1, MAGI (Membrane Associated Guanylate kinase Inverted) homolog [Caenorhabditis elegans],1.94593e-14
392900929,NP_001255581.1, MAGI (Membrane Associated Guanylate kinase Inverted) homolog [Caenorhabditis elegans],2.49819e-14
442615262,NP_001259265.1, CG5921, isoform E [Drosophila melanogaster],1.63179e-36
386763881,NP_727061.2, CG5921, isoform D [Drosophila melanogaster],5.51175e-36
386763879,NP_572290.2, CG5921, isoform C [Drosophila melanogaster],6.74822e-36
442632176,NP_001261810.1, dyschronic, isoform G [Drosophila melanogaster],1.00348e-12
221331142,NP_648668.3, dyschronic, isoform C [Drosophila melanogaster],1.33934e-12
961078947,XP_014767796.1, PREDICTED: harmonin-like, partial [Octopus bimaculoides],5.46933e-38
961143159,XP_014790209.1, PREDICTED: uncharacterized protein LOC106883629 [Octopus bimaculoides],9.70126e-11
961098524,XP_014774562.1, PREDICTED: membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1-like isoform X3 [Octopus bimaculoides],1.48678e-10
961098527,XP_014774563.1, PREDICTED: membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2-like isoform X4 [Octopus bimaculoides],1.55057e-10
961098518,XP_014774560.1, PREDICTED: membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1-like isoform X1 [Octopus bimaculoides],1.96719e-10
340376105,XP_003386574.1, PREDICTED: whirlin-like [Amphimedon queenslandica],1.76763e-40
1133458426,XP_019850603.1, PREDICTED: harmonin-like [Amphimedon queenslandica],8.81803e-37
1133456164,XP_003385034.3, PREDICTED: titin homolog isoform X1 [Amphimedon queenslandica],1.12488e-23
1133450075,XP_019857331.1, PREDICTED: disks large homolog 4-like isoform X1 [Amphimedon queenslandica],8.49693e-14
761902112,XP_011407680.1, PREDICTED: disks large homolog 2-like isoform X2 [Amphimedon queenslandica],1.43073e-13
919079108,XP_013420720.1, PREDICTED: harmonin-like isoform X2 [Lingula anatina],1.1084e-75
919079106,XP_013420719.1, PREDICTED: harmonin-like isoform X1 [Lingula anatina],1.42887e-75
919052407,XP_013408161.1, PREDICTED: whirlin-like isoform X5 [Lingula anatina],3.33878e-29
919052402,XP_013408159.1, PREDICTED: whirlin-like isoform X3 [Lingula anatina],3.37088e-29
919052405,XP_013408160.1, PREDICTED: uncharacterized protein LOC106172110 isoform X4 [Lingula anatina],3.40592e-29
