167525854,XP_001747261.1, hypothetical protein [Monosiga brevicollis MX1],1.4232e-53
167538373,XP_001750851.1, hypothetical protein [Monosiga brevicollis MX1],1.90992e-52
167520938,XP_001744808.1, hypothetical protein, partial [Monosiga brevicollis MX1],2.38234e-20
167525224,XP_001746947.1, hypothetical protein [Monosiga brevicollis MX1],1.21149e-14
167518632,XP_001743656.1, hypothetical protein [Monosiga brevicollis MX1],2.46134e-13
66823823,XP_645266.1, hypothetical protein DDB_G0272450 [Dictyostelium discoideum AX4],1.0248e-08
166240101,XP_646829.2, IPT/TIG domain-containing protein [Dictyostelium discoideum AX4],3.0166e-08
66826469,XP_646589.1, hypothetical protein DDB_G0271042 [Dictyostelium discoideum AX4],3.44333e-07
66808837,XP_638141.1, hypothetical protein DDB_G0285585 [Dictyostelium discoideum AX4],4.84545e-07
66819725,XP_643521.1, hypothetical protein DDB_G0275659 [Dictyostelium discoideum AX4],5.20343e-07
514698288,XP_004996713.1, laminin alpha 5 chain [Salpingoeca rosetta],1.92295e-129
514692317,XP_004993731.1, laminin alpha 5 chain [Salpingoeca rosetta],6.52979e-61
514683505,XP_004989334.1, hypothetical protein PTSG_12970 [Salpingoeca rosetta],3.99005e-49
514684548,XP_004989854.1, hypothetical protein PTSG_09054 [Salpingoeca rosetta],3.19859e-40
514694452,XP_004994797.1, hypothetical protein PTSG_12094 [Salpingoeca rosetta],1.15077e-21
923123357,XP_013755147.1, hypothetical protein AMSG_08451 [Thecamonas trahens ATCC 50062],1.32493e-14
923132871,XP_013759901.1, hypothetical protein AMSG_03554 [Thecamonas trahens ATCC 50062],2.8375e-14
923131981,XP_013759456.1, fibronectin type III domain-containing protein [Thecamonas trahens ATCC 50062],5.14817e-09
923128952,XP_013757942.1, hypothetical protein AMSG_05211 [Thecamonas trahens ATCC 50062],1.61508e-08
470293655,XP_004343931.1, hypothetical protein CAOG_07207 [Capsaspora owczarzaki ATCC 30864],6.8629e-38
470308774,XP_004363905.1, hypothetical protein CAOG_03066 [Capsaspora owczarzaki ATCC 30864],1.46881e-34
470323444,XP_004349491.1, hypothetical protein CAOG_02741 [Capsaspora owczarzaki ATCC 30864],2.18663e-34
470297577,XP_004345667.1, hypothetical protein CAOG_06077 [Capsaspora owczarzaki ATCC 30864],1.71127e-29
470297786,XP_004345727.1, hypothetical protein CAOG_06137 [Capsaspora owczarzaki ATCC 30864],2.73174e-29
196003946,XP_002111840.1, hypothetical protein TRIADDRAFT_24524 [Trichoplax adhaerens],3.32505e-58
196008815,XP_002114273.1, hypothetical protein TRIADDRAFT_27868 [Trichoplax adhaerens],5.38009e-43
195999444,XP_002109590.1, hypothetical protein TRIADDRAFT_53774 [Trichoplax adhaerens],5.33987e-41
195998782,XP_002109259.1, hypothetical protein TRIADDRAFT_21436 [Trichoplax adhaerens],8.85946e-40
196008067,XP_002113899.1, hypothetical protein TRIADDRAFT_64052 [Trichoplax adhaerens],1.93681e-32
219842266,NP_996816.2, usherin isoform B precursor [Homo sapiens],0.0
219842259,NP_009054.5, usherin isoform A [Homo sapiens],0.0
578835999,XP_006723859.1, PREDICTED: laminin subunit alpha-5 isoform X1 [Homo sapiens],6.99067e-97
21264602,NP_005551.3, laminin subunit alpha-5 precursor [Homo sapiens],7.85298e-97
768017170,XP_011527120.1, PREDICTED: laminin subunit alpha-5 isoform X2 [Homo sapiens],8.57164e-96
156400070,XP_001638823.1, predicted protein [Nematostella vectensis],0.0
156400072,XP_001638824.1, predicted protein [Nematostella vectensis],0.0
156400068,XP_001638822.1, predicted protein [Nematostella vectensis],4.07436e-131
156371064,XP_001628586.1, predicted protein [Nematostella vectensis],3.76875e-59
156371020,XP_001628564.1, predicted protein [Nematostella vectensis],7.20434e-58
828213499,XP_012559324.1, PREDICTED: usherin, partial [Hydra vulgaris],0.0
828232982,XP_012565642.1, PREDICTED: usherin, partial [Hydra vulgaris],0.0
828212348,XP_012558958.1, PREDICTED: laminin subunit alpha-3-like [Hydra vulgaris],1.66236e-100
449666107,XP_002168125.2, PREDICTED: laminin subunit beta-1 [Hydra vulgaris],3.98457e-61
828224296,XP_012562912.1, PREDICTED: laminin subunit gamma-1-like [Hydra vulgaris],3.33239e-60
780031693,XP_011666777.1, PREDICTED: usherin [Strongylocentrotus purpuratus],0.0
780163219,XP_011683410.1, PREDICTED: laminin subunit alpha [Strongylocentrotus purpuratus],8.90783e-106
390348792,XP_787259.3, PREDICTED: laminin subunit beta-1 [Strongylocentrotus purpuratus],1.24546e-60
780113671,XP_011676905.1, PREDICTED: LOW QUALITY PROTEIN: laminin subunit alpha-1 [Strongylocentrotus purpuratus],4.92567e-52
780064244,XP_011670786.1, PREDICTED: LOW QUALITY PROTEIN: laminin subunit gamma-1 [Strongylocentrotus purpuratus],9.74041e-52
808356958,NP_001294007.1, Uncharacterized protein CELE_K08C7.3 [Caenorhabditis elegans],9.10947e-100
71991177,NP_001023281.1, Uncharacterized protein CELE_K08C7.3 [Caenorhabditis elegans],1.03534e-99
808356960,NP_001294008.1, Uncharacterized protein CELE_K08C7.3 [Caenorhabditis elegans],1.07346e-99
392900546,NP_001255501.1, Uncharacterized protein CELE_K08C7.3 [Caenorhabditis elegans],1.76879e-99
71991183,NP_001023282.1, Laminin-like protein epi-1 [Caenorhabditis elegans],1.86419e-99
17136292,NP_476617.1, laminin A [Drosophila melanogaster],2.03222e-91
17136294,NP_476618.1, LanB1, isoform A [Drosophila melanogaster] >gi,9.70916e-60
24584296,NP_723870.1, wing blister, isoform B [Drosophila melanogaster],1.64272e-59
386769627,NP_476790.3, wing blister, isoform G [Drosophila melanogaster],1.93124e-58
17737557,NP_524006.1, laminin B2, isoform A [Drosophila melanogaster] >gi,6.57704e-47
961124388,XP_014783674.1, PREDICTED: laminin subunit alpha-like, partial [Octopus bimaculoides],2.03501e-90
961118223,XP_014781544.1, PREDICTED: laminin subunit beta-1-like [Octopus bimaculoides],3.21367e-64
961139209,XP_014788823.1, PREDICTED: laminin subunit gamma-1-like, partial [Octopus bimaculoides],4.5721e-50
961137826,XP_014788341.1, PREDICTED: laminin subunit alpha-like, partial [Octopus bimaculoides],1.5879e-49
961071770,XP_014780157.1, PREDICTED: netrin-1-like isoform X2 [Octopus bimaculoides],3.23012e-41
1133461696,XP_011403870.2, PREDICTED: usherin-like [Amphimedon queenslandica],0.0
1133465961,XP_011404698.2, PREDICTED: uncharacterized protein LOC105313185 [Amphimedon queenslandica],1.28983e-56
1133456134,XP_019849782.1, PREDICTED: laminin subunit gamma-1-like [Amphimedon queenslandica],1.47047e-52
1133452958,XP_019848635.1, PREDICTED: titin-like [Amphimedon queenslandica],7.17529e-52
1133494490,XP_019863641.1, PREDICTED: usherin-like, partial [Amphimedon queenslandica],1.80941e-50
919078468,XP_013420393.1, PREDICTED: usherin-like [Lingula anatina],0.0
919006095,XP_013386515.1, PREDICTED: usherin-like [Lingula anatina],0.0
919006098,XP_013386526.1, PREDICTED: usherin-like [Lingula anatina],0.0
919078470,XP_013420395.1, PREDICTED: usherin-like [Lingula anatina],0.0
919078508,XP_013420415.1, PREDICTED: usherin-like isoform X2 [Lingula anatina],1.34386e-130
