514688979,XP_004992065.1, calcium and integrin-binding protein 2 [Salpingoeca rosetta],8.71137e-41
514655490,XP_004999033.1, calcium and integrin binding family member 2 [Salpingoeca rosetta],4.15479e-27
514690965,XP_004993056.1, calcineurin B [Salpingoeca rosetta],5.97489e-19
470321958,XP_004349136.1, DNA-dependent protein kinase catalytic subunit-interacting protein 2 [Capsaspora owczarzaki ATCC 30864],1.18149e-29
470361769,XP_004365186.1, calcineurin b subunit [Capsaspora owczarzaki ATCC 30864],5.09827e-22
754344975,XP_004349371.2, calcium-binding protein p22 [Capsaspora owczarzaki ATCC 30864],6.0515e-18
196008529,XP_002114130.1, hypothetical protein TRIADDRAFT_58279 [Trichoplax adhaerens],1.24386e-29
196001317,XP_002110526.1, hypothetical protein TRIADDRAFT_54638 [Trichoplax adhaerens],5.92985e-29
196008507,XP_002114119.1, hypothetical protein TRIADDRAFT_58257 [Trichoplax adhaerens],9.95784e-24
428980593,NP_001258817.1, calcium and integrin-binding family member 2 isoform 2 [Homo sapiens] >gi,3.88444e-103
5453708,NP_006374.1, calcium and integrin-binding family member 2 isoform 1 [Homo sapiens] >gi,1.22763e-102
767983130,XP_011519463.1, PREDICTED: calcium and integrin-binding family member 2 isoform X3 [Homo sapiens],9.82456e-99
156402399,XP_001639578.1, predicted protein [Nematostella vectensis],1.68057e-41
156371471,XP_001628787.1, predicted protein [Nematostella vectensis],7.10239e-37
156405156,XP_001640598.1, predicted protein [Nematostella vectensis],1.2371e-20
449668625,XP_004206833.1, PREDICTED: calcineurin subunit B type 1-like [Hydra vulgaris] >gi,3.64821e-19
828198248,XP_002160750.2, PREDICTED: calmodulin-beta-like [Hydra vulgaris],4.46175e-12
828222231,XP_002159174.3, PREDICTED: EF-hand calcium-binding domain-containing protein 1-like [Hydra vulgaris],1.87454e-11
390358587,XP_003729293.1, PREDICTED: calcium and integrin-binding family member 2 isoform X1 [Strongylocentrotus purpuratus] >gi,7.17309e-35
115723081,XP_795492.2, PREDICTED: calcineurin subunit B type 2 isoform X2 [Strongylocentrotus purpuratus] >gi,8.06239e-21
115873116,XP_781855.2, PREDICTED: calcineurin B homologous protein 1 [Strongylocentrotus purpuratus],3.28228e-12
392886714,NP_492514.2, CALMyrin (Calcium and Integrin Binding protein) homolog [Caenorhabditis elegans],1.21997e-41
392920726,NP_001256317.1, CalciNeurin B [Caenorhabditis elegans],8.37343e-20
392920728,NP_001256318.1, Protein phosphatase 2B regulatory subunit cnb-1 [Caenorhabditis elegans] >gi,1.62642e-19
386768369,NP_611523.3, calcium and integrin binding family member 2 [Drosophila melanogaster] >gi,2.76444e-53
24586365,NP_524874.2, calcineurin B2, isoform A [Drosophila melanogaster] >gi,4.24917e-16
17864336,NP_524741.1, calcineurin B, isoform A [Drosophila melanogaster] >gi,1.13911e-15
961099808,XP_014775000.1, PREDICTED: calcium and integrin-binding family member 2-like [Octopus bimaculoides],1.65567e-49
961095909,XP_014773702.1, PREDICTED: calcium and integrin-binding protein 1-like [Octopus bimaculoides],1.30191e-38
961079142,XP_014767864.1, PREDICTED: calcium and integrin-binding protein 1-like [Octopus bimaculoides],3.76614e-32
340374533,XP_003385792.1, PREDICTED: calcium and integrin-binding family member 2-like [Amphimedon queenslandica],1.28703e-37
340378050,XP_003387541.1, PREDICTED: calcium and integrin-binding protein 1-like isoform X2 [Amphimedon queenslandica],1.258e-21
1133466222,XP_019853612.1, PREDICTED: calcium and integrin-binding protein 1-like isoform X1 [Amphimedon queenslandica],3.29129e-19
