514689859,XP_004992504.1, hypothetical protein PTSG_07089 [Salpingoeca rosetta],2.96458e-26
470293116,XP_004343811.1, veli-PA [Capsaspora owczarzaki ATCC 30864],1.07805e-08
195997863,XP_002108800.1, hypothetical protein TRIADDRAFT_63520 [Trichoplax adhaerens],1.89441e-12
340376105,XP_003386574.1, PREDICTED: whirlin-like [Amphimedon queenslandica],1.76763e-40
41281808,NP_710142.1, harmonin isoform b3 [Homo sapiens],0.0
156402804,XP_001639780.1, predicted protein [Nematostella vectensis],9.64921e-38
828198996,XP_012554457.1, PREDICTED: myosin-1-like [Hydra vulgaris],2.80286e-32
780146010,XP_011681349.1, PREDICTED: harmonin-like, partial [Strongylocentrotus purpuratus],6.081e-59
392900925,NP_001255579.1, MAGI (Membrane Associated Guanylate kinase Inverted) homolog [Caenorhabditis elegans],9.76702e-15
442615262,NP_001259265.1, CG5921, isoform E [Drosophila melanogaster],1.63179e-36
961078947,XP_014767796.1, PREDICTED: harmonin-like, partial [Octopus bimaculoides],5.46933e-38
919079108,XP_013420720.1, PREDICTED: harmonin-like isoform X2 [Lingula anatina],1.1084e-75
