514679933,XP_004987734.1, tyrosine phosphatase [Salpingoeca rosetta],0.0
754345555,XP_011270174.1, hypothetical protein CAOG_08574 [Capsaspora owczarzaki ATCC 30864],4.46707e-16
196006169,XP_002112951.1, hypothetical protein TRIADDRAFT_25152 [Trichoplax adhaerens],0.0
1133449996,XP_011407489.2, PREDICTED: protocadherin Fat 4-like [Amphimedon queenslandica],0.0
1034569094,XP_016871988.1, PREDICTED: cadherin-23 isoform X3 [Homo sapiens],0.0
156382383,XP_001632533.1, predicted protein [Nematostella vectensis],0.0
828214001,XP_012559514.1, PREDICTED: protocadherin Fat 4-like [Hydra vulgaris],0.0
115666275,XP_785445.2, PREDICTED: protein dachsous [Strongylocentrotus purpuratus],0.0
1061385181,NP_001317871.1, LOW QUALITY PROTEIN: Cadherin-4 [Caenorhabditis elegans],1.7649e-127
17352473,NP_477497.1, fat [Drosophila melanogaster],0.0
961116161,XP_014780822.1, PREDICTED: protocadherin Fat 1-like, partial [Octopus bimaculoides],0.0
918997468,XP_013393116.1, PREDICTED: protein dachsous-like [Lingula anatina],0.0
