514689859,XP_004992504.1, hypothetical protein PTSG_07089 [Salpingoeca rosetta],1.04274e-33
470296585,XP_004345405.1, hypothetical protein CAOG_05815 [Capsaspora owczarzaki ATCC 30864],1.99552e-10
195997863,XP_002108800.1, hypothetical protein TRIADDRAFT_63520 [Trichoplax adhaerens],3.89547e-15
1133456164,XP_003385034.3, PREDICTED: titin homolog isoform X1 [Amphimedon queenslandica],6.88883e-40
305632788,NP_001182192.1, PDZ domain-containing protein 7 isoform 1 [Homo sapiens] >gi,0.0
156393382,XP_001636307.1, predicted protein [Nematostella vectensis],5.35934e-38
828213713,XP_002158118.2, PREDICTED: whirlin-like, partial [Hydra vulgaris],5.62211e-32
390333584,XP_793549.3, PREDICTED: whirlin isoform X1 [Strongylocentrotus purpuratus],8.84541e-44
71984092,NP_001024431.1, Drosophila Discs LarGe homolog [Caenorhabditis elegans],5.28303e-10
442615262,NP_001259265.1, CG5921, isoform E [Drosophila melanogaster],6.49464e-22
961078947,XP_014767796.1, PREDICTED: harmonin-like, partial [Octopus bimaculoides],6.53953e-20
919052405,XP_013408160.1, PREDICTED: uncharacterized protein LOC106172110 isoform X4 [Lingula anatina],2.75995e-94
