514683987,XP_004989574.1, hypothetical protein PTSG_09316 [Salpingoeca rosetta],1.00915e-47
470296585,XP_004345405.1, hypothetical protein CAOG_05815 [Capsaspora owczarzaki ATCC 30864],2.61943e-09
196008055,XP_002113893.1, hypothetical protein TRIADDRAFT_27973 [Trichoplax adhaerens],2.6604e-15
1133456164,XP_003385034.3, PREDICTED: titin homolog isoform X1 [Amphimedon queenslandica],4.45008e-74
290746376,NP_056219.3, whirlin isoform 1 [Homo sapiens],0.0
156393382,XP_001636307.1, predicted protein [Nematostella vectensis],3.10421e-119
828213713,XP_002158118.2, PREDICTED: whirlin-like, partial [Hydra vulgaris],2.1641e-46
780112217,XP_011676653.1, PREDICTED: whirlin isoform X2 [Strongylocentrotus purpuratus],1.5316e-119
71984092,NP_001024431.1, Drosophila Discs LarGe homolog [Caenorhabditis elegans],7.68087e-13
442632182,NP_001261813.1, dyschronic, isoform J [Drosophila melanogaster],1.56322e-56
961078947,XP_014767796.1, PREDICTED: harmonin-like, partial [Octopus bimaculoides],3.05563e-24
919077915,XP_013420098.1, PREDICTED: uncharacterized protein LOC106180619 [Lingula anatina],4.54117e-141
