514693302,XP_004994223.1, integrin linked kinase [Salpingoeca rosetta],1.80616e-14
514682221,XP_004988694.1, hypothetical protein PTSG_13093 [Salpingoeca rosetta],1.37708e-12
514691756,XP_004993451.1, hypothetical protein PTSG_05583 [Salpingoeca rosetta],2.30325e-12
754347461,XP_004348038.2, ankyrin repeat domain-containing SOCS box protein Asb-13 [Capsaspora owczarzaki ATCC 30864],7.10645e-12
470290844,XP_004343235.1, ankyrin repeat-containing protein [Capsaspora owczarzaki ATCC 30864],4.57858e-11
470326977,XP_004364827.1, ANKRD12 protein [Capsaspora owczarzaki ATCC 30864],1.47279e-10
196004921,XP_002112327.1, hypothetical protein TRIADDRAFT_56227 [Trichoplax adhaerens],1.09363e-17
195999740,XP_002109738.1, hypothetical protein TRIADDRAFT_20645 [Trichoplax adhaerens],3.49617e-13
195997111,XP_002108424.1, hypothetical protein TRIADDRAFT_51290 [Trichoplax adhaerens],7.90557e-12
34304383,NP_775748.2, Usher syndrome type-1G protein isoform 1 [Homo sapiens],0.0
542133068,NP_001269418.1, Usher syndrome type-1G protein isoform 2 [Homo sapiens] >gi,0.0
148664246,NP_665872.2, ankyrin repeat and SAM domain-containing protein 4B [Homo sapiens],6.6882e-105
156368165,XP_001627566.1, predicted protein [Nematostella vectensis],6.44513e-68
156390773,XP_001635444.1, predicted protein [Nematostella vectensis],8.72481e-16
156365713,XP_001626788.1, predicted protein [Nematostella vectensis],4.33798e-15
828212065,XP_012558872.1, PREDICTED: uncharacterized protein LOC100204458, partial [Hydra vulgaris],1.67499e-15
828223251,XP_012562568.1, PREDICTED: ankyrin-1-like [Hydra vulgaris],2.18947e-15
828209321,XP_012557933.1, PREDICTED: transient receptor potential cation channel subfamily A member 1-like [Hydra vulgaris],8.34345e-14
115803092,XP_783343.2, PREDICTED: Usher syndrome type-1G protein homolog [Strongylocentrotus purpuratus],9.22941e-44
780144594,XP_011681146.1, PREDICTED: ankyrin repeat domain-containing protein 50-like [Strongylocentrotus purpuratus],2.1849e-20
780093249,XP_011674299.1, PREDICTED: serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like [Strongylocentrotus purpuratus],3.20181e-19
25145251,NP_741409.1, Uncharacterized protein CELE_B0350.2 [Caenorhabditis elegans],4.80943e-11
17542700,NP_500898.1, Uncharacterized protein CELE_B0350.2 [Caenorhabditis elegans],4.86155e-11
808356512,NP_001293784.1, Uncharacterized protein CELE_B0350.2 [Caenorhabditis elegans],4.96864e-11
20129939,NP_610829.1, scaffold protein containing ankyrin repeats and SAM domain, isoform A [Drosophila melanogaster] >gi,8.04683e-65
24650843,NP_651624.2, uncharacterized protein Dmel_CG10011 [Drosophila melanogaster],5.46051e-13
24581258,NP_608724.1, CG3104, isoform A [Drosophila melanogaster] >gi,9.60143e-12
961125294,XP_014783988.1, PREDICTED: ankyrin repeat and SAM domain-containing protein 4B-like [Octopus bimaculoides],4.73917e-43
961078605,XP_014767688.1, PREDICTED: mucin-5AC-like [Octopus bimaculoides],5.2384e-13
961095662,XP_014773619.1, PREDICTED: ankyrin-2-like isoform X1 [Octopus bimaculoides],3.84502e-12
761911057,XP_011404829.1, PREDICTED: ankyrin repeat and SAM domain-containing protein 4B-like [Amphimedon queenslandica],1.94443e-30
340386920,XP_003391956.1, PREDICTED: 26S proteasome non-ATPase regulatory subunit 10-like [Amphimedon queenslandica],3.39185e-15
761901430,XP_011404431.1, PREDICTED: caskin-1-like [Amphimedon queenslandica],1.87421e-14
