514686224,XP_004990690.1, PRCDH1 protein [Salpingoeca rosetta],1.1276e-72
514679933,XP_004987734.1, tyrosine phosphatase [Salpingoeca rosetta],1.32759e-59
514683505,XP_004989334.1, hypothetical protein PTSG_12970 [Salpingoeca rosetta],1.23867e-57
754345555,XP_011270174.1, hypothetical protein CAOG_08574 [Capsaspora owczarzaki ATCC 30864],1.69658e-07
196006169,XP_002112951.1, hypothetical protein TRIADDRAFT_25152 [Trichoplax adhaerens],1.17074e-80
196004380,XP_002112057.1, hypothetical protein TRIADDRAFT_84 [Trichoplax adhaerens],7.55294e-68
196016717,XP_002118209.1, hypothetical protein TRIADDRAFT_62266 [Trichoplax adhaerens],6.18878e-65
115387123,NP_149045.3, protocadherin-15 isoform CD1-4 precursor [Homo sapiens],0.0
218505777,NP_001136236.1, protocadherin-15 isoform CD1-2 precursor [Homo sapiens],0.0
218505775,NP_001136235.1, protocadherin-15 isoform CD1-1 precursor [Homo sapiens],0.0
156398552,XP_001638252.1, predicted protein [Nematostella vectensis],5.1843e-84
156386258,XP_001633830.1, predicted protein [Nematostella vectensis],2.21852e-79
156368057,XP_001627513.1, predicted protein [Nematostella vectensis],7.82982e-78
828214001,XP_012559514.1, PREDICTED: protocadherin Fat 4-like [Hydra vulgaris],1.09964e-75
828205881,XP_012556768.1, PREDICTED: LOW QUALITY PROTEIN: protocadherin Fat 4-like [Hydra vulgaris],5.3829e-65
828211629,XP_012558722.1, PREDICTED: protocadherin-like protein [Hydra vulgaris],8.64064e-60
115666275,XP_785445.2, PREDICTED: protein dachsous [Strongylocentrotus purpuratus],3.73715e-84
390337821,XP_785601.3, PREDICTED: protocadherin Fat 4 [Strongylocentrotus purpuratus],4.88394e-75
780165413,XP_011683690.1, PREDICTED: LOW QUALITY PROTEIN: protocadherin Fat 1 [Strongylocentrotus purpuratus],8.58532e-72
193207741,NP_506256.3, FlaMIngo (cadherin plus 7TM domain) homolog [Caenorhabditis elegans],9.86783e-57
922581002,NP_001300071.1, FlaMIngo (cadherin plus 7TM domain) homolog [Caenorhabditis elegans],1.58139e-51
71991933,NP_001021650.1, Cadherin-related hmr-1 [Caenorhabditis elegans],2.37162e-51
24651170,NP_733314.1, cadherin 99C, isoform A [Drosophila melanogaster] >gi,1.81068e-116
24580686,NP_523446.2, dachsous, isoform A [Drosophila melanogaster] >gi,1.70828e-83
221330158,NP_724962.3, starry night, isoform A [Drosophila melanogaster] >gi,2.11761e-79
961100189,XP_014775136.1, PREDICTED: protein dachsous-like [Octopus bimaculoides],5.48045e-77
961116161,XP_014780822.1, PREDICTED: protocadherin Fat 1-like, partial [Octopus bimaculoides],6.18868e-75
961119185,XP_014781877.1, PREDICTED: cadherin EGF LAG seven-pass G-type receptor 2-like isoform X2 [Octopus bimaculoides],1.02092e-71
1133449996,XP_011407489.2, PREDICTED: protocadherin Fat 4-like [Amphimedon queenslandica],8.12091e-79
1133460344,XP_019851325.1, PREDICTED: protocadherin Fat 4-like [Amphimedon queenslandica],1.88509e-70
1133477134,XP_011406816.2, PREDICTED: protocadherin Fat 4-like [Amphimedon queenslandica],2.5927e-63
