gi:57012340,ref_number:NP_082916.1,annotation: whirlin isoform 1 [Mus musculus],best_score:3881.0,evalue:0.0,length:907
gi:57862816,ref_number:NP_001008792.1,annotation: whirlin isoform 3 [Mus musculus],best_score:3866.0,evalue:0.0,length:911
gi:57526158,ref_number:NP_001008793.1,annotation: whirlin isoform 4 [Mus musculus],best_score:3863.0,evalue:0.0,length:906
gi:57012338,ref_number:NP_001008791.1,annotation: whirlin isoform 2 [Mus musculus],best_score:3858.0,evalue:0.0,length:918
gi:568927493,ref_number:XP_006538372.1,annotation: PREDICTED: whirlin isoform X1 [Mus musculus],best_score:3842.0,evalue:0.0,length:917
gi:1039768824,ref_number:XP_017175899.1,annotation: PREDICTED: whirlin isoform X2 [Mus musculus],best_score:2084.0,evalue:0.0,length:550
gi:449083370,ref_number:NP_001263300.1,annotation: whirlin isoform 10 [Mus musculus],best_score:1425.0,evalue:0.0,length:322
gi:1039756997,ref_number:XP_017173522.1,annotation: PREDICTED: PDZ domain-containing protein 7 isoform X8 [Mus musculus],best_score:428.0,evalue:1.70967e-44,length:479
gi:1039756999,ref_number:XP_017173523.1,annotation: PREDICTED: PDZ domain-containing protein 7 isoform X9 [Mus musculus],best_score:427.0,evalue:1.89817e-44,length:476
gi:569006128,ref_number:XP_006526608.1,annotation: PREDICTED: PDZ domain-containing protein 7 isoform X7 [Mus musculus],best_score:427.0,evalue:3.90694e-44,length:516
gi:569006121,ref_number:XP_006526605.1,annotation: PREDICTED: PDZ domain-containing protein 7 isoform X6 [Mus musculus],best_score:429.0,evalue:5.12484e-44,length:557
gi:569006119,ref_number:XP_006526604.1,annotation: PREDICTED: PDZ domain-containing protein 7 isoform X5 [Mus musculus],best_score:428.0,evalue:9.73423e-44,length:588
gi:569006117,ref_number:XP_006526603.1,annotation: PREDICTED: PDZ domain-containing protein 7 isoform X4 [Mus musculus],best_score:426.0,evalue:1.55072e-43,length:588
gi:569006115,ref_number:XP_006526602.1,annotation: PREDICTED: PDZ domain-containing protein 7 isoform X3 [Mus musculus],best_score:428.0,evalue:2.75656e-43,length:677
gi:569006113,ref_number:XP_006526601.1,annotation: PREDICTED: PDZ domain-containing protein 7 isoform X2 [Mus musculus],best_score:428.0,evalue:1.76347e-42,length:1021
gi:305682586,ref_number:NP_001182194.1,annotation: PDZ domain-containing protein 7 [Mus musculus] >gi,best_score:427.0,evalue:2.57371e-42,length:1021
gi:254911001,ref_number:NP_710143.2,annotation: harmonin isoform b3 [Mus musculus],best_score:345.0,evalue:1.61718e-32,length:910
gi:599044252,ref_number:NP_001278111.1,annotation: harmonin isoform b2 [Mus musculus],best_score:344.0,evalue:1.94871e-32,length:859
gi:254911005,ref_number:NP_001157205.1,annotation: harmonin isoform b4 [Mus musculus],best_score:344.0,evalue:1.96884e-32,length:891
gi:254911003,ref_number:NP_076138.2,annotation: harmonin isoform a1 [Mus musculus],best_score:334.0,evalue:6.0358e-32,length:548
gi:568948548,ref_number:XP_006541275.1,annotation: PREDICTED: harmonin isoform X1 [Mus musculus],best_score:318.0,evalue:4.45546e-30,length:517
gi:568990944,ref_number:XP_006520305.1,annotation: PREDICTED: protein scribble homolog isoform X5 [Mus musculus],best_score:195.0,evalue:2.04864e-14,length:1438
gi:568990938,ref_number:XP_006520302.1,annotation: PREDICTED: protein scribble homolog isoform X2 [Mus musculus],best_score:193.0,evalue:3.41865e-14,length:1644
gi:1039747935,ref_number:XP_017171844.1,annotation: PREDICTED: protein scribble homolog isoform X4 [Mus musculus],best_score:193.0,evalue:3.4639e-14,length:1619
gi:1039747933,ref_number:XP_017171843.1,annotation: PREDICTED: protein scribble homolog isoform X3 [Mus musculus],best_score:193.0,evalue:3.6258e-14,length:1640
gi:885501575,ref_number:NP_001297471.1,annotation: protein scribble homolog isoform 2 [Mus musculus],best_score:192.0,evalue:3.94531e-14,length:1637
gi:885505675,ref_number:NP_001297472.1,annotation: protein scribble homolog isoform 3 [Mus musculus],best_score:192.0,evalue:4.03153e-14,length:1612
gi:157909820,ref_number:NP_001103222.1,annotation: disks large homolog 4 isoform 2 [Mus musculus],best_score:180.0,evalue:8.81032e-13,length:721
gi:6681195,ref_number:NP_031890.1,annotation: disks large homolog 4 isoform 1 [Mus musculus],best_score:179.0,evalue:9.14518e-13,length:724
gi:568971490,ref_number:XP_006532207.1,annotation: PREDICTED: disks large homolog 4 isoform X1 [Mus musculus],best_score:179.0,evalue:1.00739e-12,length:754
gi:568971503,ref_number:XP_006532213.1,annotation: PREDICTED: disks large homolog 4 isoform X5 [Mus musculus],best_score:178.0,evalue:1.34537e-12,length:699
gi:568994554,ref_number:XP_006521824.1,annotation: PREDICTED: disks large homolog 1 isoform X1 [Mus musculus],best_score:178.0,evalue:1.46017e-12,length:939
gi:40254642,ref_number:NP_031888.2,annotation: disks large homolog 1 isoform 1 [Mus musculus],best_score:178.0,evalue:1.51452e-12,length:927
gi:1039750521,ref_number:XP_017172354.1,annotation: PREDICTED: disks large homolog 1 isoform X4 [Mus musculus],best_score:178.0,evalue:1.5663e-12,length:926
gi:568971499,ref_number:XP_006532211.1,annotation: PREDICTED: disks large homolog 4 isoform X3 [Mus musculus],best_score:177.0,evalue:1.58873e-12,length:702
gi:356995921,ref_number:NP_001239364.1,annotation: disks large homolog 1 isoform 4 [Mus musculus] >gi,best_score:178.0,evalue:1.65834e-12,length:905
gi:568994556,ref_number:XP_006521825.1,annotation: PREDICTED: disks large homolog 1 isoform X2 [Mus musculus],best_score:178.0,evalue:1.74578e-12,length:938
gi:1039735584,ref_number:XP_006532212.2,annotation: PREDICTED: disks large homolog 4 isoform X4 [Mus musculus],best_score:177.0,evalue:1.77438e-12,length:693
gi:568994560,ref_number:XP_006521827.1,annotation: PREDICTED: disks large homolog 1 isoform X5 [Mus musculus],best_score:178.0,evalue:1.77833e-12,length:924
gi:568994558,ref_number:XP_006521826.1,annotation: PREDICTED: disks large homolog 1 isoform X3 [Mus musculus],best_score:177.0,evalue:1.8182e-12,length:934
gi:1039735581,ref_number:XP_006532210.2,annotation: PREDICTED: disks large homolog 4 isoform X2 [Mus musculus],best_score:177.0,evalue:1.87424e-12,length:696
gi:568994572,ref_number:XP_006521833.1,annotation: PREDICTED: disks large homolog 1 isoform X12 [Mus musculus],best_score:177.0,evalue:1.89584e-12,length:843
