gi:124517680,ref_number:NP_075859.2,annotation: cadherin-23 isoform 1 precursor [Mus musculus],best_score:16784.0,evalue:0.0,length:3354
gi:1039732893,ref_number:XP_017169419.1,annotation: PREDICTED: cadherin-23 isoform X4 [Mus musculus],best_score:16764.0,evalue:0.0,length:3361
gi:358001060,ref_number:NP_001239564.1,annotation: cadherin-23 isoform 2 precursor [Mus musculus],best_score:16761.0,evalue:0.0,length:3352
gi:1039732884,ref_number:XP_017169415.1,annotation: PREDICTED: cadherin-23 isoform X1 [Mus musculus] >gi,best_score:16552.0,evalue:0.0,length:3319
gi:1039732888,ref_number:XP_017169417.1,annotation: PREDICTED: cadherin-23 isoform X2 [Mus musculus],best_score:16039.0,evalue:0.0,length:3283
gi:568967465,ref_number:XP_006513665.1,annotation: PREDICTED: cadherin-23 isoform X3 [Mus musculus] >gi,best_score:5365.0,evalue:0.0,length:1079
gi:153792706,ref_number:NP_899044.3,annotation: protocadherin Fat 4 precursor [Mus musculus] >gi,best_score:2513.0,evalue:0.0,length:4981
gi:568950268,ref_number:XP_006507718.1,annotation: PREDICTED: protocadherin-16 isoform X1 [Mus musculus],best_score:2266.0,evalue:0.0,length:3431
gi:242397490,ref_number:NP_001156415.1,annotation: protocadherin-16 precursor [Mus musculus],best_score:2262.0,evalue:0.0,length:3291
gi:157951641,ref_number:NP_001074755.2,annotation: protocadherin Fat 1 precursor [Mus musculus] >gi,best_score:2105.0,evalue:0.0,length:4590
gi:568954523,ref_number:XP_006509334.1,annotation: PREDICTED: protocadherin Fat 1 isoform X3 [Mus musculus],best_score:2104.0,evalue:0.0,length:4622
gi:568954535,ref_number:XP_006509340.1,annotation: PREDICTED: protocadherin Fat 1 isoform X9 [Mus musculus],best_score:2102.0,evalue:0.0,length:4602
gi:568954533,ref_number:XP_006509339.1,annotation: PREDICTED: protocadherin Fat 1 isoform X8 [Mus musculus],best_score:2102.0,evalue:0.0,length:4412
gi:568954527,ref_number:XP_006509336.1,annotation: PREDICTED: protocadherin Fat 1 isoform X5 [Mus musculus],best_score:2100.0,evalue:0.0,length:4608
gi:568954515,ref_number:XP_006509330.1,annotation: PREDICTED: protocadherin Fat 1 isoform X1 [Mus musculus] >gi,best_score:2096.0,evalue:0.0,length:4645
gi:1039783013,ref_number:XP_017168053.1,annotation: PREDICTED: protocadherin Fat 1 isoform X7 [Mus musculus],best_score:2095.0,evalue:0.0,length:4576
gi:755528858,ref_number:XP_011240846.1,annotation: PREDICTED: protocadherin Fat 3 isoform X7 [Mus musculus],best_score:2095.0,evalue:0.0,length:4145
gi:755528853,ref_number:XP_011240844.1,annotation: PREDICTED: protocadherin Fat 3 isoform X5 [Mus musculus],best_score:2095.0,evalue:0.0,length:4579
gi:755528850,ref_number:XP_011240843.1,annotation: PREDICTED: protocadherin Fat 3 isoform X3 [Mus musculus],best_score:2095.0,evalue:0.0,length:4591
gi:568954525,ref_number:XP_006509335.1,annotation: PREDICTED: protocadherin Fat 1 isoform X4 [Mus musculus],best_score:2094.0,evalue:0.0,length:4613
gi:1039793347,ref_number:XP_017168887.1,annotation: PREDICTED: protocadherin Fat 3 isoform X2 [Mus musculus],best_score:2093.0,evalue:0.0,length:4599
gi:568954521,ref_number:XP_006509333.1,annotation: PREDICTED: protocadherin Fat 1 isoform X2 [Mus musculus],best_score:2093.0,evalue:0.0,length:4625
gi:755528856,ref_number:XP_011240845.1,annotation: PREDICTED: protocadherin Fat 3 isoform X1 [Mus musculus],best_score:2091.0,evalue:0.0,length:4611
gi:568959586,ref_number:XP_006510436.1,annotation: PREDICTED: protocadherin Fat 3 isoform X6 [Mus musculus],best_score:2090.0,evalue:0.0,length:4556
gi:568959584,ref_number:XP_006510435.1,annotation: PREDICTED: protocadherin Fat 3 isoform X4 [Mus musculus],best_score:2088.0,evalue:0.0,length:4588
gi:124249105,ref_number:NP_001074283.1,annotation: protocadherin Fat 3 precursor [Mus musculus],best_score:2084.0,evalue:0.0,length:4551
gi:71725377,ref_number:NP_001025159.1,annotation: protocadherin Fat 2 precursor [Mus musculus] >gi,best_score:1865.0,evalue:0.0,length:4351
gi:755538628,ref_number:XP_011247321.1,annotation: PREDICTED: protocadherin Fat 2 isoform X2 [Mus musculus],best_score:1786.0,evalue:0.0,length:2963
gi:1039732895,ref_number:XP_017169420.1,annotation: PREDICTED: cadherin-23 isoform X5 [Mus musculus],best_score:1157.0,evalue:2.52649e-144,length:235
gi:568991234,ref_number:XP_006520443.1,annotation: PREDICTED: cadherin EGF LAG seven-pass G-type receptor 1 isoform X2 [Mus musculus],best_score:1090.0,evalue:2.97681e-118,length:3038
