gi:761911057,ref_number:XP_011404829.1,annotation: PREDICTED: ankyrin repeat and SAM domain-containing protein 4B-like [Amphimedon queenslandica],best_score:303.0,evalue:1.94443e-30,length:379
gi:340386920,ref_number:XP_003391956.1,annotation: PREDICTED: 26S proteasome non-ATPase regulatory subunit 10-like [Amphimedon queenslandica],best_score:187.0,evalue:3.39185e-15,length:390
gi:761901430,ref_number:XP_011404431.1,annotation: PREDICTED: caskin-1-like [Amphimedon queenslandica],best_score:185.0,evalue:1.87421e-14,length:1404
gi:1133487554,ref_number:XP_019861243.1,annotation: PREDICTED: serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like, partial [Amphimedon queenslandica],best_score:183.0,evalue:2.6232e-14,length:691
gi:1133465786,ref_number:XP_019853444.1,annotation: PREDICTED: E3 ubiquitin-protein ligase HACE1-like [Amphimedon queenslandica],best_score:173.0,evalue:5.27615e-13,length:1059
gi:1133467949,ref_number:XP_003387972.2,annotation: PREDICTED: uncharacterized protein LOC100636120 [Amphimedon queenslandica],best_score:170.0,evalue:1.31271e-12,length:3508
gi:340376373,ref_number:XP_003386707.1,annotation: PREDICTED: espin-like [Amphimedon queenslandica],best_score:168.0,evalue:1.48985e-12,length:619
gi:1133448820,ref_number:XP_003382815.3,annotation: PREDICTED: ankyrin-3-like [Amphimedon queenslandica],best_score:169.0,evalue:1.50666e-12,length:1120
gi:761913222,ref_number:XP_011405783.1,annotation: PREDICTED: ankyrin repeat domain-containing protein 66-like [Amphimedon queenslandica],best_score:150.0,evalue:5.62242e-12,length:123
gi:1133485624,ref_number:XP_003390936.2,annotation: PREDICTED: serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like, partial [Amphimedon queenslandica],best_score:164.0,evalue:6.29756e-12,length:829
gi:1133449159,ref_number:XP_019853523.1,annotation: PREDICTED: inversin-A-like [Amphimedon queenslandica],best_score:162.0,evalue:1.25177e-11,length:1180
gi:761920776,ref_number:XP_011409276.1,annotation: PREDICTED: ankyrin repeat domain-containing protein 27-like, partial [Amphimedon queenslandica],best_score:152.0,evalue:1.59117e-11,length:201
gi:340374818,ref_number:XP_003385934.1,annotation: PREDICTED: acyl-CoA-binding domain-containing protein 1-like [Amphimedon queenslandica],best_score:152.0,evalue:3.05459e-11,length:249
gi:761916200,ref_number:XP_011407106.1,annotation: PREDICTED: ankyrin repeat and protein kinase domain-containing protein 1-like [Amphimedon queenslandica],best_score:155.0,evalue:3.1141e-11,length:331
gi:1133480258,ref_number:XP_019859001.1,annotation: PREDICTED: tankyrase-1-like [Amphimedon queenslandica],best_score:144.0,evalue:4.89738e-11,length:140
gi:1133448497,ref_number:XP_011403428.2,annotation: PREDICTED: serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like isoform X1 [Amphimedon queenslandica],best_score:156.0,evalue:5.21698e-11,length:1010
