gi:9790085,ref_number:NP_062660.1,annotation: calcium and integrin-binding family member 2 [Mus musculus],best_score:733.0,evalue:2.312e-100,length:187
gi:256223190,ref_number:NP_001074281.1,annotation: calcium and integrin-binding family member 3 [Mus musculus],best_score:497.0,evalue:6.90027e-65,length:160
gi:568955453,ref_number:XP_006509731.1,annotation: PREDICTED: calcium and integrin-binding family member 3 isoform X1 [Mus musculus],best_score:497.0,evalue:1.85834e-64,length:187
gi:568934636,ref_number:XP_006504216.1,annotation: PREDICTED: calcium and integrin-binding family member 4 isoform X1 [Mus musculus],best_score:259.0,evalue:4.63828e-29,length:134
gi:226371702,ref_number:NP_082759.1,annotation: calcium and integrin-binding family member 4 [Mus musculus],best_score:259.0,evalue:1.78373e-28,length:185
gi:6755154,ref_number:NP_036000.1,annotation: calcium and integrin-binding protein 1 isoform 1 [Mus musculus],best_score:253.0,evalue:1.69961e-27,length:191
gi:602617462,ref_number:NP_001278205.1,annotation: calcium and integrin-binding protein 1 isoform 3 [Mus musculus],best_score:230.0,evalue:1.17325e-24,length:143
gi:602617449,ref_number:NP_001278204.1,annotation: calcium and integrin-binding protein 1 isoform 2 [Mus musculus],best_score:216.0,evalue:4.75608e-22,length:186
gi:755521012,ref_number:XP_011249163.1,annotation: PREDICTED: calcium and integrin-binding protein 1 isoform X1 [Mus musculus],best_score:194.0,evalue:2.06598e-19,length:117
gi:4506025,ref_number:NP_000936.1,annotation: calcineurin subunit B type 1 [Homo sapiens] >gi,best_score:191.0,evalue:1.76979e-18,length:170
gi:51591899,ref_number:NP_001004025.1,annotation: calcineurin subunit B type 2 [Mus musculus],best_score:181.0,evalue:6.60462e-17,length:179
gi:9790225,ref_number:NP_062743.1,annotation: calcineurin B homologous protein 1 [Mus musculus] >gi,best_score:148.0,evalue:6.14143e-12,length:195
gi:779176972,ref_number:NP_001292554.1,annotation: calmodulin isoform 3 [Homo sapiens] >gi,best_score:122.0,evalue:8.17399e-09,length:113
gi:113931150,ref_number:NP_081639.1,annotation: calcineurin B homologous protein 2 [Mus musculus] >gi,best_score:125.0,evalue:1.27263e-08,length:196
gi:13386230,ref_number:NP_081692.1,annotation: calmodulin-like protein 3 [Mus musculus],best_score:122.0,evalue:1.47499e-08,length:149
gi:4502549,ref_number:NP_001734.1,annotation: calmodulin isoform 2 [Homo sapiens] >gi,best_score:120.0,evalue:2.80617e-08,length:149
